,Sequencing_ID,Country,Source,Strain,Facility,Population,Collection_date,Sample_type,Preservative,Preservation time of faecal sample,Animal_ID,Birthdate,Body_mass_g,Sex,Health_status,Sample used in cross-sectional lab vs wild analyses,"Sample used in longitudinal, microbiota distance-based lab vs wild analyses","Sample used in longitudinal, ASV retention lab vs wild analyses",Sample used in mainland vs island analyses,Sample used in sample preservative analyses,Sample used in faecal sample exposure analyses
Sample947,Sample947,UK,Wild,NA,NA,Skokholm,20/04/2021,Faeces,Shield,NA,SK0338,NA,17.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample948,Sample948,UK,Wild,NA,NA,Skokholm,19/08/2020,Faeces,Shield,12:49:00,SK0203,NA,24.2,Unknown,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample949,Sample949,UK,Wild,NA,NA,Skokholm,11/07/2019,Faeces,Shield,NA,X041A5560B6,NA,18.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample951,Sample951,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample951,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample953,Sample953,NA,Wild,NA,NA,Midway_Atoll,04/10/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample953,NA,NA,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample955,Sample955,UK,Wild,NA,NA,Skokholm,28/08/2020,Faeces,Shield,10:30:00,X041A1F2AAE,NA,20.6,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample956,Sample956,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample956,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample957,Sample957,NA,Wild,NA,NA,Midway_Atoll,30/11/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample957,NA,NA,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample959,Sample959,NA,Wild,NA,NA,Midway_Atoll,01/10/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample959,NA,NA,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample960,Sample960,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB14,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample961,Sample961,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB27,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample962,Sample962,NA,Wild,NA,NA,Midway_Atoll,29/11/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample962,NA,NA,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample967,Sample967,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB29,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample968,Sample968,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB15,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample971,Sample971,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB01,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample972,Sample972,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB24,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample973,Sample973,France,Wild,NA,NA,Espelette,NA,Intestinal contents (colon),PBS,NA,JJM1203,NA,NA,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample976,Sample976,UK,Wild,NA,NA,Skokholm,19/09/2020,Faeces,Shield,NA,X041A1F26B6,NA,19.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample977,Sample977,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample977,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample978,Sample978,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample978,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample980,Sample980,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample980,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample981,Sample981,France,Wild,NA,NA,Espelette,NA,Intestinal contents (colon),PBS,NA,MJJ1101,NA,NA,Female,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample982,Sample982,UK,Wild,NA,NA,Skokholm,09/09/2020,Faeces,Shield,NA,SK0235,NA,16.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample983,Sample983,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,11:41:37,SK0224,NA,24.1,Male,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Sample984,Sample984,UK,Wild,NA,NA,Wytham,13/11/2020,Faeces,Shield,NA,Sample984,NA,17.8,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample985,Sample985,NA,Wild,NA,NA,Midway_Atoll,01/10/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample985,NA,NA,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample986,Sample986,France,Wild,NA,NA,Espelette,NA,Intestinal contents (colon),PBS,NA,MJJ0109,NA,NA,Male,Inflammed,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample987,Sample987,UK,Wild,NA,NA,Skokholm,25/09/2019,Faeces,Shield,NA,SK0063,NA,19,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample988,Sample988,NA,Wild,NA,NA,Midway_Atoll,30/11/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample988,NA,NA,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample989,Sample989,NA,Wild,NA,NA,Midway_Atoll,01/10/2018,Intestinal contents (colon),70% isopropyl alcohol until moved to DNA/RNA Shield for shipping from US to the UK,NA,Sample989,NA,NA,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample990,Sample990,UK,Wild,NA,NA,Skokholm,01/10/2019,Faeces,Shield,NA,Sample990,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample993,Sample993,UK,Wild,NA,NA,Skokholm,26/09/2020,Faeces,Shield,NA,SK0234,NA,16.3,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample994,Sample994,Faroe_Islands,Wild,NA,NA,Faroe,NA,Intestinal contents (colon),None until moved to DNA/RNA Shield for shipping from Faroe Islands to the UK,NA,Sample994,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample995,Sample995,UK,Wild,NA,NA,Skokholm,01/10/2019,Faeces,Shield,NA,SK0060,NA,18.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample996,Sample996,Germany,Wild,NA,NA,Cologne,NA,Intestinal contents (cecum),RNAlater,NA,CB28,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample999,Sample999,UK,Wild,NA,NA,Skokholm,12/09/2020,Faeces,Shield,11:37:41,X041A1F2324,NA,26.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample1002,Sample1002,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample1002,31/08/2020,NA,Female,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1007,Sample1007,UK,Lab,SKG,Kennedy Institute,NA,09/11/2020,Faeces,Shield,NA,Sample1007,29/08/2020,NA,Female,Inflamed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1010,Sample1010,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample1010,31/08/2020,NA,Female,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1025,Sample1025,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample1025,17/08/2020,NA,Male,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1036,Sample1036,UK,Lab,CCSP_rtTAtg/(tetO)75FTPBtg,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1036,15/05/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1038,Sample1038,UK,Lab,CCSP_rtTAtg/(tetO)75FTPBtg,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1038,15/05/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1040,Sample1040,UK,Lab,SKG,Kennedy Institute,NA,09/11/2020,Faeces,Shield,NA,Sample1040,09/08/2020,NA,Female,Inflamed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1056,Sample1056,UK,Lab,CCSP_rtTAtg/(tetO)75FTPBtg,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1056,11/05/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1062,Sample1062,UK,Lab,SKG,Kennedy Institute,NA,09/11/2020,Faeces,Shield,NA,Sample1062,07/08/2020,NA,Female,Inflamed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1065,Sample1065,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1065,25/10/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1068,Sample1068,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1068,25/10/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1094,Sample1094,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1094,25/10/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1097,Sample1097,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1097,25/10/2020,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1103,Sample1103,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample1103,31/08/2020,NA,Female,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1105,Sample1105,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample1105,31/08/2020,NA,Female,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1118,Sample1118,UK,Lab,CCSP_rtTAtg/(tetO)75FTPBtg,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample1118,17/04/2020,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample964,Sample964,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample964,25/10/2020,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample992,Sample992,UK,Lab,PdgfraCreERT2,BMS,NA,04/12/2020,Faeces,Shield,NA,Sample992,25/10/2020,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample997,Sample997,UK,Lab,C57BL/6,Kennedy Institute,NA,24/11/2020,Faeces,Shield,NA,Sample997,31/08/2020,NA,Female,Healthy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1388,Sample1388,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1388,31/08/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1389,Sample1389,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.7b,26/05/2021,26.6,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1390,Sample1390,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1390,14/09/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1391,Sample1391,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1391,15/08/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1392,Sample1392,UK,Lab,C57BL/6,Kings College London,NA,11/08/2021,Faeces,Shield,NA,MCUR23.7d,26/05/2021,28.9,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1394,Sample1394,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1394,29/07/2021,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1396,Sample1396,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR20.5c,27-Aug-20,31.2,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1397,Sample1397,UK,Lab,C57BL/6,Kings College London,NA,10/05/2021,Faeces,Shield,NA,MCUR22.3c,06-Jan-21,30.4,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1398,Sample1398,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR19.4e,15-Jun-20,30.6,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1400,Sample1400,UK,Lab,C57BL/6,Kings College London,NA,03/08/2021,Faeces,Shield,NA,MCUR23.7a,26/05/2021,26.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1404,Sample1404,UK,Lab,C57BL/6,Kings College London,NA,07/06/2021,Faeces,Shield,NA,MCUR20.7a,22-Oct-20,37.6,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1405,Sample1405,UK,Lab,C57BL/6,Kings College London,NA,26/08/2021,Faeces,Shield,NA,MCUR23.4f,02-Mar-21,25.7,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1406,Sample1406,UK,Lab,C57BL/6,Kings College London,NA,1+H12,Faeces,Shield,NA,MCUR25.1b,24/05/2021,19.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1408,Sample1408,UK,Lab,C57BL/6,Kings College London,NA,17/08/2021,Faeces,Shield,NA,MCUR25.1a,24/05/2021,27.3,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1410,Sample1410,UK,Lab,C57BL/6,Kings College London,NA,28/06/2021,Faeces,Shield,NA,MCUR23.4g,02-Mar-21,23.5,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1411,Sample1411,UK,Lab,C57BL/6,Kings College London,NA,07/06/2021,Faeces,Shield,NA,MCUR20.7b,22-Oct-20,36.1,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1412,Sample1412,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1412,22/06/2021,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1413,Sample1413,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1413,16/06/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1416,Sample1416,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR20.5e,27-Aug-20,30.5,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1417,Sample1417,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR23.7f,26/05/2021,21.2,Female,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1418,Sample1418,UK,Lab,C57BL/6,Kings College London,NA,02/09/2021,Faeces,Shield,NA,MCUR25.1b,24/05/2021,25.2,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1419,Sample1419,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.7c,26/05/2021,25,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1420,Sample1420,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1420,29/06/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1421,Sample1421,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.4g,02-Mar-21,23.9,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1422,Sample1422,UK,Lab,C57BL/6,Kings College London,NA,02/09/2021,Faeces,Shield,NA,MCUR23.7b,26/05/2021,30.1,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1423,Sample1423,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR22.4a,22-Feb-21,27,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1424,Sample1424,UK,Lab,C57BL/6,Kings College London,NA,03/08/2021,Faeces,Shield,NA,MCUR23.7f,26/05/2021,22.1,Female,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1428,Sample1428,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1428,20/06/2021,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1429,Sample1429,UK,Lab,C57BL/6,Kings College London,NA,02/09/2021,Faeces,Shield,NA,MCUR23.7c,26/05/2021,28.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1431,Sample1431,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.7e,26/05/2021,19.8,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1433,Sample1433,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR22.4c,22-Feb-21,26.8,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1434,Sample1434,UK,Lab,C57BL/6,Kings College London,NA,10/05/2021,Faeces,Shield,NA,MCUR23.3a,04-Jan-21,28.7,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1435,Sample1435,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1435,16/06/2021,NA,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1436,Sample1436,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.4f,02-Mar-21,24.5,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1440,Sample1440,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR19.4c,15-Jun-20,29.3,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1441,Sample1441,UK,Lab,C57BL/6,Kings College London,NA,11/08/2021,Faeces,Shield,NA,MCUR23.7f,26/05/2021,20.6,Female,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1442,Sample1442,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR23.7e,26/05/2021,20.9,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1444,Sample1444,UK,Lab,C57BL/6,Kings College London,NA,28/06/2021,Faeces,Shield,NA,MCUR23.4h,02-Mar-21,22.7,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1445,Sample1445,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR20.5b,27-Aug-20,36.2,Female,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1446,Sample1446,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.7f,26/05/2021,19.4,Female,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1449,Sample1449,UK,Lab,C57BL/6,Kings College London,NA,20/05/2021,Faeces,Shield,NA,MCUR22.4b,22-Feb-21,27.6,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1450,Sample1450,UK,Lab,C57BL/6,Kings College London,NA,28/07/2021,Faeces,Shield,NA,MCUR23.4e,02-Mar-21,32,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1454,Sample1454,UK,Lab,C57BL/6,Kings College London,NA,02/09/2021,Faeces,Shield,NA,MCUR23.7e,26/05/2021,21.7,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1458,Sample1458,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR23.7b,26/05/2021,23.9,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1459,Sample1459,UK,Lab,C57BL/6,Kings College London,NA,26/08/2021,Faeces,Shield,NA,MCUR23.4d,02-Mar-21,30.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1460,Sample1460,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR23.7c,26/05/2021,24.8,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1466,Sample1466,UK,Lab,C57BL/6,Kings College London,NA,17/08/2021,Faeces,Shield,NA,MCUR23.7e,26/05/2021,20.3,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1467,Sample1467,UK,Lab,C57BL/6,Kings College London,NA,07/06/2021,Faeces,Shield,NA,MCUR22.1b,25-Nov-20,32.4,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1469,Sample1469,UK,Lab,C57BL/6,Kings College London,NA,11/08/2021,Faeces,Shield,NA,MCUR23.7c,26/05/2021,26.9,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1471,Sample1471,UK,Lab,C57BL/6,Kings College London,NA,17/08/2021,Faeces,Shield,NA,MCUR23.7f,26/05/2021,19.9,Female,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1472,Sample1472,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1472,31/08/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1473,Sample1473,UK,Lab,C57BL/6,Kings College London,NA,17/08/2021,Faeces,Shield,NA,MCUR23.7b,26/05/2021,28.5,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1476,Sample1476,UK,Lab,C57BL/6,Kings College London,NA,03/08/2021,Faeces,Shield,NA,MCUR25.1a,24/05/2021,27.6,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1479,Sample1479,UK,Lab,C57BL/6,BMS,NA,18/10/2021,Faeces,Shield,NA,Sample1479,14/09/2021,NA,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1480,Sample1480,UK,Lab,C57BL/6,Kings College London,NA,07/06/2021,Faeces,Shield,NA,MCUR22.1d,25-Nov-20,30.9,Male,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sample1481,Sample1481,UK,Lab,C57BL/6,Kings College London,NA,26/08/2021,Faeces,Shield,NA,MCUR23.4c,02-Mar-21,32,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1482,Sample1482,UK,Lab,C57BL/6,Kings College London,NA,28/06/2021,Faeces,Shield,NA,MCUR23.4e,02-Mar-21,29.4,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1484,Sample1484,UK,Lab,C57BL/6,Kings College London,NA,11/08/2021,Faeces,Shield,NA,MCUR25.1b,24/05/2021,22.8,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1485,Sample1485,UK,Lab,C57BL/6,Kings College London,NA,26/08/2021,Faeces,Shield,NA,MCUR23.4e,02-Mar-21,31.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1486,Sample1486,UK,Lab,C57BL/6,Kings College London,NA,28/06/2021,Faeces,Shield,NA,MCUR23.4c,02-Mar-21,29.2,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1487,Sample1487,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR23.7d,26/05/2021,25.6,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1488,Sample1488,UK,Lab,C57BL/6,Kings College London,NA,10/05/2021,Faeces,Shield,NA,MCUR23.4c,02-Mar-21,22.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1489,Sample1489,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR25.1b,24/05/2021,19.2,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1490,Sample1490,UK,Lab,C57BL/6,Kings College London,NA,19/07/2021,Faeces,Shield,NA,MCUR25.1a,24/05/2021,26.3,Male,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1491,Sample1491,UK,Lab,C57BL/6,Kings College London,NA,23/11/2021,Faeces,Shield,NA,MCUR23.4c,02-Mar-21,32.7,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1492,Sample1492,UK,Lab,C57BL/6,Kings College London,NA,26/08/2021,Faeces,Shield,NA,MCUR23.4h,02-Mar-21,24.3,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1493,Sample1493,UK,Lab,C57BL/6,Kings College London,NA,17/08/2021,Faeces,Shield,NA,MCUR23.7d,26/05/2021,29.4,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1494,Sample1494,UK,Lab,C57BL/6,Kings College London,NA,28/06/2021,Faeces,Shield,NA,MCUR23.4f,02-Mar-21,22.8,Female,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1495,Sample1495,UK,Lab,C57BL/6,Kings College London,NA,26/10/2021,Faeces,Shield,NA,MCUR23.4e,02-Mar-21,31.1,Male,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
